text,summary
 پیر کے روز نئے منتخب ہونے والے 54 سینیٹروں نے اپنے عہدے کا حلف اٹھایا۔ اس کے بعد نئے چیئرمین اور ڈپٹی چیئرمین کے عہدے کے انتخاب ہوا۔ قائم مقام چیئرمین سینیٹر افراسیاب خٹک نے دونوں کامیاب ہونیوالے امیدواروں سے حلف لیا۔ اجلاس میں مسلم لیگ (ن ) کے سینیٹر اسحاق ڈار کو قائد حزب اختلاف بنانے پر اتفاق کیا گیا.دو مارچ کو ہونے والے سینٹ انتخابات میں پیپلز پارٹی انیس نشستیں حاصل کرنے کے بعد ایوان میں کل اکتالیس نشستوں کے ساتھ سب سے بڑی جماعت بن گئی ہے۔ موجودہ 54 سینیٹروں کا انتخاب چھ سال کے لیے کیا گیا ہے۔  ایوان میں موجود مختلف سیاسی جماعتوں کے رہنماؤں نے پیپلز پارٹی کو اس کامیابی پر مبارکباد دی۔ تاہم بلوچستان نیشنل پارٹی کے سینیٹر میر حاصل خان بزنجو کا کہنا تھا کہ اب جمہوری طور پر منتخب سینیٹروں کی موجودگی میں عوام کی توقعات ایوان سے بہت بڑھ گئی ہیں۔ انہوں نے کہا، ’’پوری قوم کی نظریں پارلیمنٹ پر ہیں۔ خارجہ پالیسی کو جی ایچ کیو سے نکال کر پارلیمنٹ میں پہنچا سکتی ہے یا نہیں کیا خارجہ پالیسی کو اب کابینہ اور پارلیمنٹ کے تابع کیا جا سکے گا یا نہیں۔ کیا خفیہ ایجنسیوں کے سیاسی سیل ختم کیے جا سکیں گے یا انہیں یہ بنیادی مسائل ہیں جن کے بارے میں عوام ہم سے پوچھتے ہیں۔‘‘,پاکستان میں حکمران جماعت پیپلز پارٹی کے سید نیئر حسین بخاری اور صابر بلوچ پارلیمان کے ایوان بالا (سینٹ) کے بلا مقابلہ چیئرمین اور ڈپٹی چیئرمین منتخب ہو گئے ہیں۔
 اس سمٹ کے ابتدائی دن یورپی اور افریقی ممالک نے دونوں براعظموں کے مابین باہمی احترام پر مبنی منصفانہ تعلقات استوار کرنے کی ضرورت پر اتفاق کیا۔ ناقدین کے بقول افریقہ میں اقتصادی ترقی کی وجہ سے اب عالمی طاقتیں وہاں تجارت کی خواہاں ہیں جبکہ ماضی میں اس براعظم کو صرف امداد ہی دی جاتی تھی۔  یورپی افریقی سمٹ میں شریک جرمن چانسلر انگیلا میرکل نے کہا، ’’افریقہ اہم ہوتا جا رہا ہے۔‘‘ ان کا کہنا تھا کہ اس براعظم میں پائے جانے والے مسائل پر ہی توجہ مرکوز کرنا مناسب نہیں بلکہ یہ بھی دیکھنا چاہیے کہ وہاں ترقی کے کتنے زیادہ مواقع موجود ہیں۔  سمٹ کے شرکاء کو بتایا گیا کہ مئی کے اختتام تک وسطی افریقی جموریہ میں آٹھ سو امن فوجی تعینات کر دیے جائیں گے۔ اٹھائیس رکن ممالک کے اس بلاک میں شامل نو ریاستوں نے ’ای یو فار کار‘ نامی اس مشن کے لیے اپنے اپنے فوجی دستیاب بنانے کا عہد ظاہر کر دیا ہے۔ تیرہ ممالک نے اس مشن کی حمایت کی ہے تاہم فوجیوں کی تعیناتی کو خارج از امکان قرار دیا ہے۔ ان ممالک میں جرمنی، سویڈن، برطانیہ اور لکسمبرگ بھی شامل ہیں۔  اقوام متحدہ کے سیکرٹری جنرل بان کی مون نے بھی عالمی طاقتوں سے مطالبہ کیا ہے کہ وہ وسطی افریقی جمہوریہ میں جاری تشدد کے خاتمے کے لیے اپنا کردار ادا کریں۔ اس سمٹ میں شرکت کے لیے خصوصی طور پر برسلز کا دورہ کر رہے بان کی مون کا کہنا تھا کہ وہ اس بحران زدہ ملک کے لیے مزید مالی امداد اور امن فوجیوں کا مطالبہ کرتے ہیں۔,یورپی یونین اور افریقی رہنماؤں کی سمٹ کے پہلے دن وسطی افریقی جمہوریہ کا بحران توجہ کا مرکز بنا رہا۔ اس دو روزہ سمٹ کے آخری دن تجارت اور امدادی منصوبوں پر بھی گفتگو کی جائے گی۔
امریکی محققین کی جانب سے مرتب کردہ رپورٹ کے مطابق باقاعدگی سے سونے والے افراد میں دیگر افراد کے مقابلے میں خون میں شوگر کی مقدار اور  دل کی بیماریوں جیسے معاملات کی شرح  کم ہوتی ہے۔ اس رپورٹ میں کہا گیا ہے کہ باقاعدگی کی نیند اس وقت زیادہ موثر ہوتی ہے، جب لوگ ہر شب کو ایک سے وقت میں سوئیں اور صبح ایک سے وقت میں اٹھیں۔ رپورٹ میں زور دیا گیا ہے کہ اس میں ویک اینڈز بھی شامل ہیں، یعنی اختتام ہفتہ پر رات کو دیر تک جاگنا صحت کے لیے مضر ہے۔ رپورٹ میں مزید بتایا گیا ہے، ’’اس سے جسم کو ایک خاص آہنگ ملتا ہے، جو جسم کے دیگر افعال بہ شمول نظام انہضام کو درست رکھتا ہے۔‘‘ حال ہی میں ایک برطانوی طبی جریدے میں شائع ہونے والی ایک رپورٹ میں کہا گیا ہے کہ مہینے میں ایک بار جنسی تعلق قائم کرنے والے مردوں کے جلد انتقال کر جانے کا خطرہ اُن مردوں کے مقابلے میں دوگنا ہوتا ہے، جو ہفتے میں ایک بار ایسا کرتے ہیں۔ محققین کے مطابق ایسے افراد جو انتہائی بے قاعدگی سے سوتے ہیں یا جو دیر تک جاگتے رہتے ہیں، یا جو دن کو سوتے ہیں اور رات کو زیادہ طویل نیند نہیں لیتے، وہ دن میں کم فعال ہوتے ہیں۔ اس تحقیق میں بتایا گیا ہے کہ بے قاعدگی سے سونے والے افراد میں موٹاپا اور دل کے امراض کے ساتھ ساتھ زیادہ ذہنی تناؤ اور ذیابیطیس کے امراض کا خطرہ زیادہ دیکھا گیا۔ محققین کے مطابق بے قاعدہ نیند کا ڈپریشن جیسے مرض کے ساتھ بھی گہرا تعلق دیکھا گیا ہے۔,ایک تازہ سائنسی رپورٹ میں کہا گیا ہے کہ ایسے افراد جو باقاعدگی سے سوتے ہیں، ان کے وزن میں اضافہ دیگر افراد کے مقابلہ میں کم ہوتا ہے۔
 سڈنی سے ملنے والی رپورٹوں کے مطابق سمندری لہروں پر سرفنگ کرنے والے واٹر سپورٹس کے دلدادہ اس آسٹریلوی شہری کا نام اسٹیفن کنگ بتایا گیا ہے اور اس کی عمر 51 برس ہے۔ خبر ایجنسی اے ایف پی کے مطابق پیر کے روز سورج نکلنے سے پہلے اسٹیفن کنگ نیو ساؤتھ ویلز کے علاقے میں آسٹریلیا کے شمالی ساحلوں پر Yamba کے قریب ایک بڑی سمندری لہر پر سرفنگ کی کوشش کر رہا تھا کہ ایک شارک مچھلی نے اس پر حملہ کر دیا۔  اس واقعے کے دوران اسٹیفن کنگ کی ایک ‌ٹانک پر معمولی خراشیں آئیں اور اپنے کٹے ہوئے سرفنگ بورڈ کے ساتھ وہ تیر کر واپس ساحل تک پہنچنے میں کامیاب رہا۔ اس sea-surfer نے اے ایف پی کو بتایا، ’جب شارک نے مجھ پر حملہ کیا تو اس کے اچھل کر میری طرف آنے کا پانی پر اثر اتنا زیادہ تھا کہ جیسے کسی نے مجھے پانی سے نکال کر ہوا میں کافی اونچائی تک اچھال دیا ہو۔‘  اسٹیفن کنگ نے اس واقعے کے بعد آسٹریلوی نشریاتی ادارے 'چینل نائن نیوز‘ کو بتایا، ’میں پانی کی ایک بہت بڑی لہر پر سرفنگ کے لیے جمپ کر رہا تھا کہ مجھے اپنے پہلو میں جیسے ایک دھماکے کی سی آواز سنائی دی۔ میرا خیال ہے کہ میں اس وقت دنیا کا وہ خوش قسمت ترین انسان ہوں جو اس وقت زندہ ہے اور اپنی دونوں ٹانگوں پر چل سکتا ہے۔‘,آسٹریلیا کی سمندری حدود میں سرفنگ کرنے والا ایک شخص آج پیر کو اس وقت بال بال بچ گیا جب ایک شارک نے اس پر حملہ کر دیا۔ اس شخص کو ایک ٹانگ پر معمولی خراشیں آئیں۔
بھارتی حکومت رواں برس کے وسط تک تین سو ملین افراد کو ویکسین لگانے کا ارادہ رکھتی ہے۔ جمعے کے روز نئی دہلی حکومت کے ایک پینل نے آسٹرا زینیکا آکسفورڈ یونیورسٹی ویکسین کو ہنگامی استعمال کے لیے منظور کرنے کی تجویز دی تھی۔ ہفتے کے روز بھارتی ڈرگز کنٹرول اتھارٹی نے بھی اس ویکسین کی حتمی منظوری دے دی ہے، جس کے بعد ویکسین مہم شروع کرنے کی راہ ہموار ہو چکی ہے۔ آسٹرا زینیکا آکسفورڈ یونیورسٹی ویکسین پروڈکشن کا کام دنیا میں ویکسین بنانے والی سب سے بڑی کمپنی سیرم انسٹی ٹیوٹ آف انڈیا کر رہی ہے۔ سیرم انسٹی ٹیوٹ اور آسٹرا زینیکا آکسفورڈ کے مابین ویکسین کی ایک ارب خوراکیں بنانے کا معاہدہ ہے۔ تاہم بھارت بائیون ٹیک فائزز سمیت دیگر ویکسین بنانے والی کمپنیوں کی درخواستوں پر بھی غور کر رہا ہے۔ آکسفورڈ یونیورسٹی کے محققین کی تیار کردہ ویکسین کو انتہائی کم درجہ حرارت کی ضرورت نہیں ہے۔ اس کے لیے فریج کی ٹھنڈک  کو کافی قرار دیا گیا ہے۔ لہٰذا یہ بھارت اور کئی دیگر ممالک کے لیے بہتر پیشکش ہے۔ اووگر ساہین نے جنوری 2020ء کے اوائل سے ہی کورونا کے خلاف ویکسین پر اپنی تحقیق کا آغاز کر دیا تھا۔ جرمن کمپنی بائیو این ٹیک (BioNTech) اور امریکی پارٹنر کمپنی فائزر کو جلد ہی اس ویکسین منظوری ملنے کا امکان ہے۔ کورونا کے خلاف اس ویکسین کی تیاری میں اہم کردار ادا کرنے والے ترک نژاد سائنسدان ساہین راتوں رات نہ صرف مشہور بلکہ ایک امیر ترین شخص بن گئے۔ ان کے حصص کی مجموعی قیمت 5 ارب ڈالر بتائی جاتی ہے۔,"
بھارت میں دنیا کی سب سے بڑی کووڈ ویکسینیشن مہم کے لیے تیاریاں شروع کر دی گئی ہیں۔ ہفتے کے روز ملک گیر ڈرل کی گئی، جس میں ملک بھر میں قائم مراکز میں سے ہر ایک میں پچیس ہیلتھ ورکز کو ڈمی ویکسین لگائی گئی۔"
اگرچہ سلفیوں کی تحریک کے ارکان کی تعداد تیزی سے بڑھ رہی ہے لیکن آئینی تحفظ کے وفاقی جرمن محکمے کے صدر ہائنز فروم کے مطابق بظاہر یہ کوئی ایسی بات نہیں ہے، جس کی بناء پر اسے خطرناک قرار دیا جا سکے تاہم اُنہیں ایک اور بات پر تشویش ہے:’’ہر سلفی دہشت گرد نہیں ہے لیکن ہمارے علم میں آنے والے تمام دہشت گرد یا تو سلفی تھے یا اُن کے سلفیوں کے ساتھ روابط تھے۔‘‘ جرمنی میں مسلمانوں کی مرکزی کونسل کے سیکرٹری جنرل ایمن مزیک کے مطابق سلافی نظریہ اُسی طرح مذہب کو انتہا پسندانہ رنگ دینے کی ایک کوشش ہے، جیسی کہ دیگر مذاہب میں بھی وقتاً فوقتاً دکھائی دیتی ہے۔ تاہم وہ کہتے ہیں کہ جرمنی کی مسلمان تنظیمیں نوجوان مسلمانوں کو اس انتہا پسندانہ تحریک سے بچانے کی کوشش کر رہی ہیں:’’یہ فریضہ مسلمان کمیونٹی کا ہے کہ وہ انتہا پسندانہ رجحانات کی حوصلہ شکنی کے لیے معتدل قوتوں کو مستحکم کرے۔ ضرورت اس بات کی ہے کہ عوامیت پسند بیانات سے پوری مسلم کمیونٹی کو بدنام کرنے کی بجائے مسلمانوں کے ساتھ مل کر انتہا پسندوں کا مقابلہ کیا جائے۔‘‘ جہاں اعتدال پسند مسلمان اور اُن کی تنظیمیں جرمن معاشرے میں مسلمانوں کے انضمام کے حق میں ہیں، وہاں سلفی نوجوان مسلمانوں کو یہ درس دیتے ہیں کہ مکالمت اور انضمام کا مقصد اُنہیں اسلام سے دور کرنا ہے۔ اسلام قبول کرنے والے دو جرمنوں پیئیر فوگل اور سوین لاؤ نے کچھ عرصہ قبل ’جنت کی دعوت‘ نامی ایک گروپ بنایا، جس نے اُسامہ بن لادن کی یاد میں بھی ایک تقریب کا اہتمام کیا۔,آئینی تحفظ کے وفاقی جرمن محکمے کے مطابق جرمنی میں مخصوص سیاسی نظریات کا پرچار کرنے والی اسلام پسند تنظیموں کی تعداد 29 ہے، جن کے ارکان کی تعداد کم از کم 37 ہزار بنتی ہے۔
17 جنوری کو ہونے والے حملوں نے ابوظہبی کے باہر ایک صنعتی مقام کو نشانہ بنایا، جس سے ایندھن کے ٹرکوں کو آگ لگ گئی اور تین غیر ملکی کارکن ہلاک ہوئے۔ بین الاقوامی ہوائی اڈے کے قریب ایک علاقے کو بھی نشانہ بنایا گیا۔ حوثیوں کا دعویٰ ہے کہ انھوں نے ماضی میں بھی متحدہ عرب امارات پر حملے کیے ہیں، تاہم یہ پہلا موقع ہے جب متحدہ عرب امارات کے حکام نے اس طرح کے حملوں کا اعتراف کیا ہے اور پہلی مرتبہ ان حملوں میں لوگوں کی ہلاکت ہوئی ہے۔ حوثی چاہتے ہیں کہ متحدہ عرب امارات، یمن کی بین الاقوامی سطح پر تسلیم شدہ حکومت کی وفادار ملیشیا کی پشت پناہی ترک کرنے پر آمادہ ہو جائے۔ یہ ملیشیا، خاص طور پر عمالقہ بریگیڈز اور اس سے منسلک گروہوں نے حالیہ دنوں میں یمن میں جاری جنگ میں کچھ کامیابیاں حاصل کی ہیں اور حوثیوں کو ملک کے جنوب کے اہم علاقوں سے باہر دھکیل دیا ہے اور شمال میں تیل سے مالا مال ماریب میں، جو یمنی حکومت کا اہم گڑھ ہے، لڑائی میں تیزی آ گئی ہے۔ تو متحدہ عرب امارات اب کیا رد عمل ظاہر کرے گا؟ استحکام، ریاست کی امیج کے لیے بہت ضروری ہے۔ اسے کسیایسی جگہ کے طور پر نہیں دیکھا جانا چاہیے جہاں کسی بھی وقت حملہ کیا جا سکتا ہے۔ اپنی افواج کو واپس بلا لینے کے باوجود، یو اے ای نے یمن کی لڑائی میں اپنا اثرورسوخ برقرار رکھا ہوا ہے۔ ایک واضح ردعمل یہ ہو سکتا ہے کہ متحدہ عرب امارت اپنے ان اتحادیوں کے لیے جو لڑائی کا حصہ ہیں، حمایت بڑھا دے۔ تو کیا حوثیوں کے حملے متحدہ عرب امارات اور ایران کے تعلقات پر اثرانداز ہوں گے؟ اگرچہ ایران حوثیوں کا واضح اتحادی ہے (اور ان حالیہ حملوں میں استعمال ہونے والے زیادہ تر ہتھیار ایران کے بنے ہوئے ہو سکتے ہیں) لیکن حقیقت یہ ہے کہ یہ کوئی کلائنٹ اور پراکسی والا رشتہ نہیں ہے۔ حوثی اپنے سٹریٹجک فیصلے خود کرتے ہیں اور اب تک یہ واضح نہیں ہے کہ تہران میں اس حملے کو کس حد تک مثبت طور پر دیکھا جائے گا۔ اسرائیل عملی طور پر مدد کا ایک ذریعہ ہو سکتا ہے۔ وزیر اعظم نفتالی بینیٹ نے، جنھوں نے دسمبر کے وسط میں ابوظہبی کا دورہ کیا تھا، متحدہ عرب امارات کے ولی عہد شیخ محمد بن زاید کو بتایا ہے کہ اسرائیل سکیورٹی اور انٹیلی جنس تعاون کی پیشکش کے لیے تیار ہے۔ اسرائیل کے آئرن ڈوم جیسے اینٹی میزائل ڈیفنس سسٹم میں متحدہ عرب امارات کی دلچسپی کے متعلق اکثر اطلاعات آتی رہی ہیں، تاہم یہ واضح نہیں ہے کہ اسرائیل اس مرحلے پر ایسی حساس ٹیکنالوجی فروخت کرنے پر آمادہ ہو گا یا نہیں لیکن انھیں دوسری قسم مدد مل سکتی ہے۔,حوثیوں کا دعویٰ ہے کہ انھوں نے ماضی میں بھی متحدہ عرب امارات پر حملے کیے ہیں، تاہم یہ پہلا موقع ہے جب متحدہ عرب امارات کے حکام نے اس طرح کے حملوں کا اعتراف کیا ہے اور پہلی مرتبہ ان حملوں میں لوگوں کی ہلاکت ہوئی ہے۔
 مشرقی کینیا کے شہر گاریسا سے آمدہ رپورٹوں کے مطابق اس شہر کی ایک یونیورسٹی میں صومالی عسکریت پسندوں کی کالعدم تنظیم کی طرف سے یہ حملہ متعدد مسلح شدت پسندوں کے ایک گروپ نے کیا۔ کینیا کے وزیر داخلہ جوزف اینکائسیری نے جمعرات کی شام صحافیوں کو بتایا کہ حملہ آوروں نے یونیورسٹی کیمپس میں داخل ہو کر اندھا دھند فائرنگ شروع کر دی تھی، جس کے بعد وہ اس جامعہ کی ایک عمارت میں مورچہ بند ہو گئے تھے۔  حملے کی اطلاع ملتے ہوئے ملکی سکیورٹی دستوں نے اس یونیورسٹی کو اپنے گھیرے میں لے لیا تھا لیکن تب تک دہشت گرد 20 کے قریب طلبا کو قتل کرنے کے بعد ایک بلڈنگ میں مورچہ بند ہو چکے تھے۔ ان عسکریت پسندوں نے وہاں 12 گھنٹے سے بھی زیادہ دیر تک پناہ لیے رکھی، جس دوران ان کا سکیورٹی دستوں کے ساتھ فائرنگ کا تبادلہ بھی ہوتا رہا۔  اے ایف پی نے کینیا کی حکومت کے دیگر ذرائع کے حوالے سے بتایا ہے کہ ہمسایہ ملک صومالیہ میں مسلم عسکریت پسندوں کی الشباب ملیشیا سے تعلق رکھنے والے شدت پسندوں نے اس یونیورسٹی پر حملہ صبح کے وقت کیا تھا۔ اس دوران انہوں نے بہت سے مسیحی طلبا کو یا تو چن چن کر یرغمالی بنا لیا یا انہیں ہلاک کر دیا۔,افریقی ملک کینیا کی ایک یونیورسٹی پر صومالی مسلم عسکریت پسندوں کے گروپ الشباب کے ایک دہشت گردانہ حملے میں کم از کم ستّر طلبا ہلاک اور اسّی کے قریب زخمی ہو گئے ہیں۔ متعدد حملہ آور ایک عمارت میں مورچہ بند ہو گئے تھے۔
 کلاؤس کِنسکی کی بیٹی پولا کِنسکی نے جمعرات کو جرمن میگزین شٹیرن کے ساتھ انٹرویو میں کہا کہ ان کے والد نے جنسی زیادتی کا سلسلہ اس وقت شروع کیا جب ان کی عمر محض پانچ برس تھی اور یہ سلسلہ ان کے 19 برس کی عمر کو پہنچنے تک جاری رہا۔  پولا کِنسکی کی عمر اس وقت 60 برس ہے۔ انہوں نے شٹیرن کے ساتھ انٹرویو میں کہا: ’’میں سالوں خاموش رہی کیونکہ انہوں نے مجھے اس کے بارے میں بات کرنے سے روکے رکھا۔‘‘  انہوں نے مزید کہا: ’’ہولناک پہلو تو یہ ہے کہ انہوں نے ایک مرتبہ مجھ سے یہ تک کہا کہ یہ بالکل فطری بات ہے اور ساری دُنیا میں باپ اپنی بیٹیوں کے ساتھ ایسا کرتے ہیں۔‘‘  پولا کِنسکی کی اس آپ بیتی کا عنوان ’کِنڈر مُنڈ‘ (بچوں کے منہ سے) ہے، جس میں وہ بتاتی ہیں کہ ان کے والد کس طرح انہیں جنسی زیادتی کا نشانہ بنانے کے بعد مہنگے تحفوں سے نوازتے تھے۔   کلاؤس کِنسکی کی آپ بیتی کے مصنف پیٹر گیئر نے پولا کنسکی کی اس نئی کتاب میں بیان کیے گئے الزامات پر ردِ عمل ظاہر کرنے سے انکار کیا ہے۔  کلاؤس کِنسکی 1991ء میں کیلی فورنیا میں انتقال کر گئے تھے۔ اس وقت ان کی عمر 65 برس تھی۔ انہوں نے دوسری عالمی جنگ کے بعد اسٹیج سے اپنی اداکاری کے کیریئر کا آغاز کیا تھا اور بعدازاں بڑی اسکرین تک پہنچے۔ ’فار آ فیو ڈالرز مور‘ اور ’ڈاکٹر ژیواگو‘ ان کی مشہور فلموں میں سے ہیں۔  کلاؤس کِنسکی کے تین بچے ہیں۔ دیگر دو بچے ان کی دوسری اور تیسری بیوی سے ہیں، جن میں ایک بیٹی نستاشیا کِنسکی اور بیٹا نکولائی شامل ہیں۔ ان کے تینوں بچے اداکار بنے۔,جرمن اداکار کلاؤس کِنسکی کی بڑی بیٹی نے ان کی موت کے تقریباﹰ بیس برس بعد الزام عائد کیا ہے کہ ان کے والد انیس برس کی عمر تک انہیں جنسی زیادتی کا نشانہ بناتے رہے۔
 یہ اجلاس جرمنی میں اس لیے منعقد ہو رہا ہے کیونکہ آج کل جی سیون کی صدارت جرمنی کے پاس ہے۔ جرمن وزیر خارجہ فرانک والٹر شٹائن مائر نے چَودہ اپریل کو اجلاس کے پہلے روز روس کی جانب سے ایران کو میزائل نظام دینے کے اعلان کو تنقید کا نشانہ بنایا۔ شٹائن مائر نے صحافیوں سے باتیں کرتے ہوئے کہا:’’ایران کے ساتھ جوہری معاملات ابھی مکمل طور پر طے نہیں ہوئے ہیں اور ہم ابھی درمیان میں ہیں۔ میں نے امریکی سینیٹرز سے بھی کہا ہے کہ وہ مذاکرات کی راہ میں غیر ضروری رکاوٹیں نہ ڈالیں۔ میں یہ بھی کہوں گا کہ اس موقع پرکسی قسم کا صلہ دینے یا موقف میں نرمی کی بات کرنا بھی قبل از وقت ہے‘‘۔  لیوبیک میں جی سیون ممالک کے وزرائے خارجہ کے اس اجلاس کے موقع پر شہر میں ساڑھے تین ہزار پولیس اہلکار تعینات کیے گئے ہیں۔ اس دوران سرمایہ دارانہ نظام کے مخالفین نے مظاہرے کرنے کا اعلان کیا ہوا ہے۔ پولیس کے مطابق تقریباً 18سو مظاہرین لیوبیک میں موجود ہیں۔  سات ترقی یافتہ ممالک کے وزرائے خارجہ اس اجلاس کے دوران جون میں ہونے والے جی سیون سربراہی اجلاس کی تیاری بھی کر رہے ہیں۔ جی سیون سمٹ سات اور آٹھ جون کو جنوبی جرمن صوبے باویریا کے ایک سنسان علاقے میں واقع ایک قدیم محل میں منقعد ہو گی۔,شمالی جرمن شہر لیوبیک میں سات ترقی یافتہ ممالک کے وزرائے خارجہ کا دو روزہ اجلاس جاری ہے۔ منگل کو شروع ہونے والے اس اجلاس میں روس کو دعوت نہیں دی گئی ہے۔
سرن کی طرف سے جاری کردہ ایک بیان میں کہا گیا ہے کہ غالباً ایٹم کے ذیلی ذرے نیوٹرینو روشنی سے تیز رفتار سفر کرتے ہیں۔ اس حوالے سے گزشتہ تین برس سے جاری تجربات کی بنیاد پر بتایا گیا ہے کہ سوئٹزرلینڈ کے شہر جینوا سے داغے گئے ذیلی ایٹمی ذرات 450 میل دور موجود اطالوی تجربہ گاہ گران ساسو میں روشنی کے مقابلے میں یہ فاصلہ ساٹھ نینو سیکنڈز جلد طے کرتے ہوئے پائے گئے۔ تاہم ان تجربات کی تصدیق ابھی نہیں ہو پائی ہے۔ جمعے کے روز سرن سے جاری کردہ بیان میں کہا گیا ہے کہ اگر اوپرا نامی اس تجربے کے نتائج درست ہیں اور اگر واقعی ذیلی ایٹمی ذرے نیوٹرینو روشنی سے زائد رفتار میں سفر کرتے ہیں، تو پھر ایک طرف تو آئن اسٹائن کے نظریہ اضافیت پر ازسر نو غور کی ضرورت ہو گی اور دوسری جانب ٹائم ٹریول یا وقت کی رفتار سے سفر بھی ممکن ہو جائےگا۔ واضح رہے کہ یورپی تجربہ گاہ سرن کائنات کی تخلیق کے رموز پر بھی تحقیق میں مصروف ہے۔ اس سلسلے میں لارج ہاڈرون کولائڈر نامی سرنگ میں نیوٹرینو نامی ذیلی جوہری ذرات کی رفتار مسلسل تجربات میں روشنی کی رفتار سے زائد جانچی گئی ہے۔ جدید طبعیات کے بانی البرٹ آئن اسٹائن نے اپنے نظریہ اضافیت میں کہا تھا کہ روشنی کائنات میں سب سے تیز رفتار سفر کرتی ہے۔ سن 1906ء میں دیے گئے خصوصی نظریہ اضافیت میں کہا گیا تھا کہ کائنات میں روشنی وہ واحد شے ہے، جس کی رفتار مستقل ہے اور کوئی اور کائناتی شے اس سے تیز تر نہیں۔,یورپی جوہری تجربہ گاہ سرن کی طرف سے جمعے کے روز جاری کردہ ایک بیان میں اقوام عالم کے تمام سائنسدانوں سے اپیل کی گئی ہے کہ وہ ذیلی ایٹمی ذروں کی رفتار سے متعلق جدید تحقیق کے نتائج کی تصدیق کے لیے معاونت کریں۔
اب تک بحیرہء ہند میں فرانس کے دو فوجی اڈے ہیں، ایک Reunion میں افریقی ساحلوں پر اور دوسرا مشرقی افریقی ملک جبوتی میں۔ اب فرانس معاشی، سیاسی اور فوجی اعتبار سے خلیجی ممالک میں اپنے قدم جمانے کی کوششیں کر رہا ہے اور متحدہ عرب امارات نے اُسے کھلے دل سے خوش آمدید کہا ہے۔ پہلے نہیں تو کم از کم سن دو ہزار تین کی عراق جنگ کے بعد سے تیل کی دولت سے مالا مال خلیجی عرب ریاستوں کی پالیسی یہ ہےکہ محض امریکہ پر ہی تکیہ کرنے کی بجائے دیگر دوست طاقتوں کو بھی خلیج میں لایا جائے۔ ابو ظہبی میں اپنے اِس دورے کے دوران سارکوزی رافاعیل نامی فرانسیسی جنگی طیارے بھی فروخت کرنے کی کوشش کریں گے۔ متحدہ عرب امارات نے کئی سال پہلے فرانس سے میراج طرز کے ساٹھ جیٹ طیارے اور چار سو ٹینک آرڈر کئے تھے۔ سارکوزی کی یہ بھی کوشش ہو گی کہ آنے والے برسوں میں جب متحدہ عرب امارات میں ایٹمی توانائی کا پُر امن استعمال شروع ہو تو ایٹمی توانائی سے متعلق فرانسیسی کمپنیوں کو بھی آرڈر ملیں۔ ابوظہبی متعینہ فرانسیسی سفیر نے خلیجی عرب دُنیا میں فرانس کی بڑھتی ہوئی سرگرمیوں کے حوالے سے ایک سوال کے جواب میں اتنا ہی کہا کہ فرانسیسی وہاں موجود ہونا چاہتے ہیں، جہاں اُنہیں موجود ہونا چاہیے۔ متحدہ عرب امارات میں فرانس کو امریکہ کے متبادل کے طور پر تو یقیناً نہیں لیکن ایک اہم اضافے کے طور پر ضرور دیکھا جا رہا ہے۔,فرانسیسی صدر نکولا سارکوزی نے آج خلیجِ فارس کی دفاعی لحاظ سے اہم آبنائے ہرمز میں پہلے فرانسیسی فوجی اڈے کا افتتاح کیا۔ وہاں تقریباً 450 فوجی تعینات رہیں گے۔ بحیرہء ہند میں یہ تیسرا فرانسیسی فوجی اڈہ ہے۔
