input,label
 میجر تمھارا باپ جنرل عطاء حسنین کیا کہہ رہا ہے یہ سن لیتے بکواس کرنے سے پہلے ,0
فطرت برحق کی طرف سے اسلامی پاکستان کے قوم فروش جرنیلوں کے حرامی پن پر انسان نماء ایک کھوتے نیازی کو اس منافق,1
کیوں منہ چھپاتے پھر رہے جھوٹ پالنا بند کرو گھٹیا تم ن لیگی پٹواری اتنے گھٹیا اور گرے لوگ ھو,1
جب کسی کا پروفیشن سوشل میڈیا پہ ہی زندہ ہو اور وہ اپنی زندگی کا اظہار انہی پلیٹفارمز کو لے کے کر رہا ہو تو پتہ نہیں…  ,0
بیغیرت انسان کتے کے بچے ,1
مودی کتے کی موت مرےگا انشاءاللہ مودی کے کتے دم دبا کر باگ جائے گے کشمیر سے ,1
لیکن یہ کرے گا کون؟؟؟؟پوری دنیا کا نظام اس وقت یہودیوں کے کنٹرول میں ہے وہ کسی کو ایسا نہیں کرنے دیں گے ,0
اور یاد رکھیے کشمیر پر پانچ ٹوئٹ کرنے سے ہی انڈیا کا ایک فوجی مرے گاتین کیے تو فوجی صرف لنگڑا ہوگا مرے گا نہیں ,0
 پیارے بچو آج کے دن برصغیر کا مسلمان آزاد نہیں صرف تقسیم ہؤا تھا،  ,0
جل پری نہیں یہ جل پرا ہے,0
وندر ڈی جی خان کمپنی کہ سامنے ہنڈا اور پراڈو کے دمیان خوفناک تصدم  ,0
نمک حرام کتا، جس تھالی میں کھایا اس میں تھوکا،,1
 تمہیں جاناں بچانا کیا لگے گا تمہیں تمہارے ماں باپ کا نہیں پتہ کس گٹر کی پیداوار ہے تو  ,1
 بے شرم انسان کشمیر کے لوگ بھی مر رہے ہے منہ کھولنا ہےتو ادھر کھول بہن چود بھڑوا گانڈو  ,1
انڈیا کو گالی دے رہا ہے تو تم کو کچھ فرق نہیں پڑ رہا ہے,0
یہ اخلاقیات ہیں ان لوگوں کے عام لوگوں کے حق میں اور بناؤں ان کو سفیر کوئی پڑھا لکھا سفیر بناؤ کنجروں کو مت بناؤ,1
سر اس وقت ملک تاریخ کے نازک ترین دور سے گزر رہا ہے دشمن تیار بیٹھا ہے ,0
 زرداری صاحب ان کی گانڈ مارے گا تھوڑا صبر کر جاؤ  ,1
یہ بھارت، ممبئی کی تصویر ہے، دیکھیں بارش کے بعد کا منظر کیونکہ وہاں ڈرین سسٹم ہیں اور سڑکیں کھلی ہیں  ,0
پیچھےمیوزک کون سا ہے,0
عمران خان نے آنکھ میں آنکھ ڈال کر گھٹنے ٹیک دئیے ,0
یہ گانڈو خود کو سندھی بولتا ھے مگر فخر بلوچ ھونے پر کرتا ھے اور خود کا بلوچست… ,1
مریم بسنتی نے تو بہت کچھ آفر کر رکھا ھے کنجر بلاول کو اس لئے وہ اس کےلئے بہت فکرمند ھے اور چیختا چلاتا ھے ۔,1
دن والے دھرنے کے دوران بھی شدید بارشوں سے پشاور خیبر پختونخواہ میں کتنے افراد اپنی جان سے ہاتھ دھو بیٹھے ,0
ان کنجروں کے بس کی بات نہیں ہے۔ کراچی کو اس کے اصل وارث کے حوالے کرو۔,1
سالا چوتیا ہے شام گانڈو,1
 مادرچود صحافیوں کے نام پہ دھبہ ہے تو  ,1
 بے شرم انسان کشمیر کے لوگ بھی مر رہے ہے منہ کھولنا ہےتو ادھر کھول بہن چود بھڑوا گانڈو  ,1
 کشمیر آزاد کروانے کے لیے اس کی بیٹی کو چوک میں چودا جائے ۔سالا حرامی بہن چود ۔شامی کتا سور  ,1
بھائی میں بنگلہ دیش سے ہوں اور میں آپ کا بہت بڑا فائن ہوں,0
ابے حرامی اپنی ماں کی ننگی تصاویر پھینکنے والے  ,1
چوتیاپا بند کر بھای,1
لاول کے جسم کے اندر حرام کی مقدار اتنی زیادہ ھو گئی ھے کے اسے بچپن میں اپنی والدہ کے ہمراہ کوٹ کچہری اور تھانے کے,1
 یار جو لوگ آپ سے اختلاف کرتے ہیں ان کو بھی زندہ رہنے کا حق دیں یہ ریاست صرف آپ کے باپ کی جاگیر نہیں…  ,0
اور ان لوگوں کے مریم کے میڈیا ونگ کے بارے میں کیا کیا فرضی بکواس نہیں کی ,0
ذرا بھائی ان چوتیوں کے ساتھ ایسے ہی ہونا چاہیے لو یو کراچی سے,1
تو تو ہندو کے ٹکڑوں پر پلنے والا کتا ہیں  ,1
جج ارشد ملک کیوجہ سے ایماندار ججوں کے سر شرم سے جھک گئے CJ آصف کھوسہ تُسی سارے جج خودکشی کر لو فئیر  ,0
ایسے کتوں کو گانڈ میں گولی مارنی چاہیے ,1
ظالم ہمیشہ صفحہ ہستی سے عبرت کا نشان بن کر مٹے ہیں، اور تاریخ ان پر تھو تھو کررہی ہے۔ انڈیا اور مودی کا اس ضمن بلند… ,0
شام کی گانڈ ہی پھاڑ دی صرف یہ چینل ہے جس پر میں روز آتا ہوں ویڈیوز دیکھنے,1
 اللہ تعالی بےغیرتوں کو تباہ کرے  ,0
یاد کرلو آگے جا کر کام آئےگا,0
 مادرچود ہم کشمیریوں کا نام مت لے  ,1
یہی آخری ویڈیو ہے,0
چوتیوں یہ کیا اس کا سدا منہ دیکھ رہے ہو جاؤ ڈیڈپول ہندی کا نیا ویڈیو ریلیز ہوا ہے جاؤدیکھو,1
 ٹھیک ہے اگر وہ گھٹیا ہیں تو آپ بھی گھٹیا رہیں۔ ,0
کتوں اور کنجروں کی حکومت اور گشتیاں رنڈیاں وزیر  پاکستان میں اس وقت کنجروں کی حکومت ہے,1
 بکواس بند کر  ,0
وہ دن گئے جو اچھے تھے,0
میں کل سے سن رہا ہوں یہ میڈیا، صحافی اور اینکرز جنرل باجوہ کی ایکسٹینشن کو لے کر بہت بکواس کر رہے ہیں میں ان سے پوچ… ,0
اگر بندہ خود شریف ہو تہ وہ دوسروں کی باتوں پر بہن چودی نہں کرتا آپ کی سب باتیں ٹھیکھ ہیں,1
 ماں سے پوچھ کتی کے بچے، کس گشتے سے مروا کر آئی تھی، تو یہ گشتی تیری بہن پیدا کی,1
 اس ببر شیر نے لگتا ہے تیری بہن کو چود دیا ہے دلے۔  ,1
چوتیے کتے کمینے کیوں جلتا ہے اس سے,1
یہ ویڈیو دیکھ کر سندیپ کی پھٹ جائے گی اور وہ ایک اور چبل مارےگا اور مزہ آجائے گا جب اس کی گانڈ پھٹ جائے گی تو,1
 شیح راشید اور کتے کے بھونکنے میں کوئی فرق نہی ,1
مریم صفہدر کو بھول گیا نمک حرام ,1
 کتے کے بچے، حرامی سور تو مخبری کرنے بیٹھا ہوا ہے یہاں غدار نسل کے کتے  ,1
 کیونکہ اب فواد حرامی جیسے کنجر ہمارے حکمران ہیں جو کشمیر کو بیچ آئے ہیں۔ ہمیں تم جیسے بے غیرت نہیں چا ہیے ,0
 تیری بیٹی کی کوس مبارک۔ بہن چود ، بیٹی چود، حرامی ، دلال  ,1
ن لیگ ایک جماعت نہیں ایک سوچ ہے اور نہایت ہی گھٹیا اور گندی سوچ ہے ,0
وہ تمام بےغیرت کنجر پٹواری اور جہالے جنکو مریم بھگوڑی کی گرفتاری پر بےتحاشہ تکلیف ھوٸی ھے۔ ان بےغیرتوں سے ایک سوال ہے,1
اس بے غیرت کی حرکت کو نظر انداز نہ کریں۔ اس نے بہت شاطر چال چلی ہے,1
پیچھے چپل پڑی ہے,0
اب تک سکی سب سے اچھی ویڈیو ہے,0
 آپ سب ھمارے ہیں سلام ھے آپکی ھمت اور بلند حوصلے کو انشاءاللہ انڈیا کی الٹی گنتی کے دن گنے جا چکے,0
 اس کتے کے پلے کو کیوں گورنمنٹ نے اتنی ڈھیل دے رکھی ہے جب ،جس پہ جی چاہے بھونکتا رہتا ہے حرامزاده ,1
کنجروں کا ٹولہ اور تم نے بھی خون ڈھول بجا ئے اب پارسا بنتے ہو۔,1
 تمہاری سنتا کون ہے خامخوا بکواس بولتی بند کرو بکواس روز نئے ڈرامے سناتے ہیں ,1
انصاف کی موت ھو گئی ایک جج خود مان رہا کہ مجھ پر پریشر ڈال کر غلط فیصلہ لیا گیا,0
ہم اپنی افواج کے قدم سے قدم ملا کر دشمن کو عبرت کا نشان بناہیں گے افواج پاکستان کے لیے دعاہیں کریں اسلام کا قلعہ پا… ,0
اس منصوبے کے باعث چمکنی سے حیات آباد تک ہزار پودے، سینکڑوں قدیمی درخت اور تاریخی مقامات متاثر ہوئے۔ حیات آباد، ی… ,0
لوڑے لگا دئیے تم نے بھوسڑی کے کو لو یو,1
 یہ کنجری عورتیں ہیں ان بےغیرتوں کو ننگا کر کے چوک پر کھڑا کر دو ,1
نیازی عمران تو جتنی بکواس کرتا تھا تیرے ساتھ اس سے… ,0
چوت ماری کے بگ باس میں جانے کی تیری اوقات بھی نہیں ہے,1
لوڑو لوڑو یدھو لوڑو,1
 ان بیغیرتوں میں شرم وحیا کہاں  کیونکہ دلوں اور بیغیرتوں کی حکومت ھے ,1
رات کو دارو پہ ناچتے مر جاتے ہیں,0
کیوں بھائی پڑی ہوئی لکڑی گانڈ میں ڈال رہے ہو,1
میرے فالور میں سب سے زیادہ پی ٹی آٸی والے شکر کوٸی ن لیگی نہیں کیونکہ ن لیگ والے میری فوج خلاف بکواس کرتے ہیں جب پی… ,0
اندر باہر کرو شام کھسری چوتیا,1
 کوئی مرد کا بچہ موجود نہیں تھا اتنے لوگوں میں سارے ھجڑے کھڑے ہیں ,1
 کتی کے بچے قوم کو گمراہ کرنے والے بھڑوے وطن فروشوں کے بوٹ چاٹنے والے تمہارا انجام دنیا عبرت کے طور پر یاد رکھے گی ,1
 تمہیں پتا ہے ملک نے کیا ٹویٹ کی ہے علی زیدی کے بارے میںاب جب تم چاہتے ہو کہ اسکی طبیعت صاف کر دی جائے  ,0
وہ والا لائیک میرا ہے,0
دو کنجروں کی آپس میں conviction ھو رہی ھے ایک رو رہا ھے دوسرا حوصلہ دے رہا ھے,1
برے ہیں ہم لوگ کیا کریں لوگ بھوسڑی کے بار بار پوچھتے رہتے ہیں کیسے ہیں آپ لوگ کیسے ہیں آپ لوگ,1
کشمیری رہنما شہلا رشید کا ہولناک انکشاف   ,0
 اب اس قوم کا اللہ ہی حافظ ہے بلاتحقیق اپنے وزیر خارجہ پر ایک خبیث انسان کے کہنے پر دشنام طرازی کر رہے ہیں,1
ایک نمبر کا بہن چود  ہے بھائی یہ میں کہ رہا ہوں اب تو مار کے دیکھا,1
 گالی دینے والوں حرامیوں وقت تمیں معاف نھیں کرینگے انشاءاللہ کتے کی موت مرو گے سب کے سب حؤس کے پجاریوں ,1
چوتیا رام راحیم,1
 تیری گانڈ مارے بندہ اور رونے بھی نہ دے  ,1
 آگیا کتی دا بچہ ,1
لاوارث گٹر کی پیداوار ,1
سیلیکٹڈ بھگوڑے  ,1
او چولو ابھی جو کشمیر میں شہید ہو رہے وہ کہاں سے پاکستانی ہیں ؟ اگر گانڈ دکھانی تھی تو ستر سال سے نعرے کیوں مارے؟… ,0
بہن چودی کا اصل مزہ آگیا,1
کیری پلیز اس کو دیکھو,0
سب ڈرامےبازی ھےکشمیرکامکمل سوداکردیاگیاھے کچھ دن کےبعد سب بھول جاۓگےکشمیرمیں کیاھورہاھےدن سےوہاں پرکرفیوھےاقوم مت… ,0
آئےیوراما تم ہم کو کیا کیا دیکھاتا ہےیہ میچ تو کافی دلچسپ ہے,0
اس کو ختم کرو بھائی برا میوزک,0
 ھاھاھا عامر بھائی آپ نے تو بولتی بند کردی بچے کی ,0
اب یہ ڈھونک ختم کرو ,1
 یہ بہن چود نے بھی وڈیو بنائی ھے وہ بڑا حرامی سوور کی اولاد گشتی دا بچہ اے  ,1
پاگل لڑکی ہے گانا تو آتا نہیں چلی گانے,0
 اب کشمیر ایشو پہ کیوں بولتی بند تم لبرل موم بتیوں کی زبان کیوں گونگ ہوگئی کشمیری خواتین پر مظالم کیخلاف  ,0
بھائی مہربانی کر کے ملائکہ پہ بھی ویڈیو بناؤ سنجیدگی سے آپ کی توجہ اس موضوع پہ چائہیے,0
تمہاری گانڈ میں کیڑا کاٹتا ہے کیا جو کل رات کو تم نےپھر ویڈیو بنائی,1
چوتیے لوگ ہیں پاکستانی سیدھا سیدھا پیج کو ناپسند کردیں اور کھیل ختم,1
کیری بھائی زبردست ہو,0
 اس بہن چود کی گانڈ میں بھی ڈنڈا دو  ,1
مودی کی پریس ریلیز نے محبوبہ مفتی اور اسکی حواریوں کے منہ پر طمانچہ جڑ دیا۔   ,0
انرجی ڈرنک کو لسی بنا دیا,0
 یہ جتنے بھی چاہیے بھونکے ۔لیکن خان نے اسکی گانڈ ماری ہے  ,1
 پیشاب پینے والوں اپنی بکواس بند رکھو نہیں تو ہم پاکستانی تمہاری بکواس کے ساتھ ساتھ تمہارہ گانڈ بھی بند کر دیں گے,1
ٹی سیریز کو سبسکرائب کریں اور مشہور کریں,0
کبھی آپ نے نوٹ کیا کہ ہیرو کو درد ولن کی پٹائی سے نہیں ہوتا محبوبہ کی دوائی لگانے سے ہوتا ہے  ,0
 سلیکٹیڈ نالائق اعظم عمران کتورا دلّا ہے حرامدہ ہے بیغیرت ہے کُتے کا بچہ ہے مادرچود ہے  ,1
بھارتی فوج نے ہسپتال اور سکول پر حملہ کیا ہے بدلے میں پاک فوج نے انکے بھارتی فوجی جہنم واصل، چیک پوسٹ اور بنکرز… ,0
اوئے ماروں گا ہماری ماں کے لوڑے,1
 معافی مانگو یا نہ مانگو تم جیسی رنڈیوں کو تو وہ سبق سکھا کر چھوڑے گا,1
اس رنڈی کے طوخم کا بھائی پاکستان میں رہتا ہے اویٹر کا کھبا ٹٹہ,1
 جسکو ٹیگ کررہا ہے نا تو یہ اسی مادرچود حرام النسل گانڈو کی بیٹی ہے جس نے کشمیری مجاہدین,1
ارے بھائی ایک گروپ میں ہی سب لوگ ہوتے ہیں ابھی تک بہت اچھا ہے,0
اس خنزیرن پر کتے چھوڑنے چاہیے بے غیرت کس طرح معصوم لڑکی جو کہ اپنا رزق کما رہی ہے محنت کر رہی ہے اس کو پڑ گئی ہے,1
 گانڈ ماراو مادرچود ,1
 بھٹی کتے کی صحافت یہ ھے دنیا کشمیر کشمیر کر رھی تھی یہ کنجری کا بچہ وٹس اپ پر چل کر کراچی کے گٹروں پر بات کر رھا تھا ,1
عمران نے سر عام جھوٹ بولے پر وہ نیک کیوں کیوں کے میڈیا یہودو نصارا کے ہاتھ ہمارے لوگوں کو خرم خوری کی عادت ڈال دی گ… ,0
پاکستان کے دانت کھٹّے کرنے والے ونگ کمانڈر ابھینند کو ملے گا ’ویر چکر‘ ,0
ابے جاہل جانور میں تیری بات کر رہا ہوں تو اپنے چینل کے لیے ہر کسی کا لوڑا اپنی گانڈ میں لینا چھوڑ دے,1
علی گیلانی صاحب پابند سلاسل ہیں اُن کا آخری ٹویٹ یہ تھا کہ اگر ہم مارے گئے تو پوری دنیا کے مسلمان جواب دہ ہوں گے ,0
ہائے میری ویڈیو دیکھو,0
بیغیرت، زلیل انسان کہاں غائب ہے کتے کی اولاد، اب بھونکنا یاد نہیں؟ ,1
بھائی یہ اوم پرکاش سے لیا تھا صیح ہو تو کمنٹ کرو,0
اے رب کعبہ ہمارے ملک کو امن کا گہوارہ بنا دے  ,0
شام ہے ہی گانڈو جو جدھر کھاتے ہیں ادھر ہی پیشاب کرتے ہیں,1
اللہ بہتر جانتا ہے کہ مجھے کتنا جینا ہے مگر جب تک زندہ ہوں اپنی پوری طاقت کے ساتھ وہی کہوں گا جسے سچ سمجھتا ہوں۔  ,0
 شرم آنی چاہیے ان حرامیوں کو یہ بکواس کرنے سے پہلے جھوٹے سالے ,1
بہت اچھا بھائی تمہاری ویڈیوز بہت پسند آئیں اب تو تم خوابوں میں بھی آرہے ہو,0
ماں چود دی اس کی,1
کشمیر کا سودا تم نے کروایا ہوگا دلالی کر کے ۔۔کیونکہ تم لوگ تو دلال ہو شروع سے دلا ہاراں والے کی نسل سے,1
رقم اور ویورز کے چکر میں چتیاپے کی ویڈیو بھی اس نے شروع کردی تو ابھی تو میری گانڈ جل گئی,1
 جو کچھ عمران اور وزارت داخلہ کر رھی ھے یہ ھمیشہ کیلیے ختم کرنے والی بات ھے ن لیگ کو اور ایک سیاسی پاڑتی  یہ جتنے بھی چاہیے بھونکے ۔لیکن خان نے اسکی گانڈ ماری ہے ,1
میں آپ کا سب سے بڑا فائن ہوں اور اگر کوئی تمہارے بارے میں برا بولے گا تو میں اس کی گانڈ پھاڑ دوں گا,1
تم انتہائ گھٹیا انسان ھونے کے ساتھ ساتھ جھوٹے بھی ھو  ,1
بھائی کیا چیز ہے تو میرے بھائی بہت مست ویڈیو یار پروڈکشن ہاؤس کھول لے قسم سے تجھے کہ رہا ہوں,0
عمران خان آئے گئ پھر دو سو ارب ڈالر لائے گی ایک سو ارب دنیا کے منہ پہ مارے گی؟؟ نہیں؟؟؟ ,0
یا اللہ۔ اسے روڈ پر جاتے ہوئے ٹرک کے نیچے دے دے تاکہ اس کا سر ٹائر کے نچے آ کر دھماکے سے ہھٹ جائے اور اس کا دماغ ٹر…  ,0
گانڈ لگنی پٹنے پرساد لگی بٹنے ,1
جوتیے جیسی ہے ویڈیو,1
پٹواری ایسی گندی نسل ہے ,0
یہ سب ہم کو مل چوتیا بنا رہے ہیں ابلیس لوگ,1
بہت اچھی ویڈیو لیکن بکواس ہے یہ سب,0
 اگست کا وه دن جاس پر بھی فرقے بن گئے ہیں ۔ کوئی کہتا ھے وہ چونسہ شریف تھا۔ کوئی کہتے ہیں سندڑی سرکار تھا کوئی کہتا مرشدی لنگڑا تھا… ب آموں کی پیٹی میں رکھے گئے ایک بم نے پوری قوم کا منہ میٹھا کرا دیا۔ چونسا تھا یا لنگڑا,0
 واقعی سب کے سب مادرچود ایک صفحے پر ہیں  ,1
بہترین نیکی ؛ پریشان حال کی مدد کرنا ہے۔۔  ,0
انڈیا نے یہ سب ڈرامہ رچایا بھی کشمیریوں کی آرمڈ جدوجہد سے بچنے کے لیے ہے۔  ,0
بہت اچھا اوے کیری,0
 ہاہا فکر نا کر جانی بولے تو کتی چیز ہوں ,1
حاکم وقت تیرے کردار پہ تُھو  ,1
ایک گشتی جو انڈیا میں ننگی ہو کر آگئی آج پاکستان کا جھنڈا لہرا رہی ہے۔گشتی,1
لعنتی لوگ,1
حجاب تم کو سلام ہے دکی گانڈ پھاڑدی تم نے ان دونوں کی,1
دکی بھائی یہ نوید ہے ہی چوتیا,1
مدثر میں تمہارا خون پی جاوں گی اگر میرے اکاونٹ کو کچھ ہوا ,0
وہ اک کتی ڈاڈو چارجر بہت بکواس کر رہی تھی ایسی عورت کا رشتہ نہیں آتا لامبا آتا ہے خالی اپنی عورت نما لڑکی نو سمجھا… ,0
مجھے بمبئی میں جانا تھا پر میں بممبئی میں ہی رہ رہا تھا,0
میری ساس بیمار گھٹیا کی مریض اپاہج ہیں اور، آٹھ سال پہلے بیوہ ہوگئی تھی ,0
وہ بلکل چوتیا بھوسڑی کا ہے,1
تم سچھی بہن چودی میں فراڈ کر لیتا ہے,1
کیری یہ تو پکا عمر کا پابند ہو گا بہن چود,0
شام جیسا اور کوئی چوتیا نہں آیا,1
لیکن آپ بابوسر تو نہیں گیئے,0
پاکستانی اسلیئے پریشان ہیں کہ جنگ کیوں نہیں ہو رہی …  ,0
اور زرداری کی ڈیش اینٹ سے بجای گی,1
دنچک پوجا کی نئی گانے پر ویڈیو بنا نا یار,0
پشتون قوم کا قتل عام تو اگست کو ہی شروع ہو گیا جو آج تک جاری ہیں  ,0
 اگر بنا سوچے سمجھے صرف بکواس کرنے والی کو صحافی کہتے ہیں تو ایسی صحافی میری جوتی پر ,1
آپکا زونگ g g کیسا چل رہا ہے۔ میرا تو بکواس چل رہا ہے بار کمپلینٹ کر چکا انباکس میں بولا کر خاموش ہو جاتے ہیں۔۔ ,0
ہم نےتو سیاست شروع ہی تب کی ھے ,0
 ایویں مادرچود بڈھا کھوسٹ بلاول کے لن کو منہ مین لیتا رہتا ہے  ,1
ایک چوری اوپر سے سینہ زوری ,1
ہا ہا محفل لوٹ لی کمال کردیا دیکھنا پھر کہیں سالا یہ چینل ہی بین نہ کروا دے,1
 مت بکواس کرو ,0
دیکھ کر میں نے یہ سوچا کہ کون ہیں یہ لوگ اور کہاں سے آ جاتے ہیں,0
لیکن چوتیا ہے کون,1
 بغیرتا تمہارے پاس سال تھے تونے کیا کرا اور کلبوشن کیس تمہارے دور کا تھا کتی کے بچے,1
میرے شائقین لائیک بٹن کو دبائیں,0
 او دلے کسی گشتی کی حرامی نسل تیرا بھونکنا بند نہیں ہوگا لیکن کسی دن اس کی طرح عوام کے ہتھے آیا تو مر جاۓ گا ,0
 او مادرچود ,1
 اور تیرے جیسے بے غیرت کو بھڑوا کہا جائے ۔۔۔ بہن چود شرم نہیں آتی چوروں کو ڈیفنڈ کرتے ہوئے ، بے حیا انسان  ,1
یہ بات سچ ہے کہ ہر معاشرے میں اچھے اور بڑے لوگ موجود ہوتےہیں ۔انڈیا میں بھی اچھے لوگ موجود ہیں  ,1
پاک فوج نےجوابی کارروائی میں بھارتی فوج کےبنکرز بھی تباہ کیے،ڈی جی آئی ایس پی آر ,0
 لعنت تیرے ماں باپ پر جو تجھ جیسے حرامی غلام پیدا ہواں ہے ان سے ,1
بھائی واقعی ننگی ویڈیوز دیکھا رہا تھا نوٹیفیکشن آتے ہی آگیا,0
 ان کا تو کام ہی ’’حاضر سائیں‘‘ اور ’’میرے آقا کیا حکم ہے‘‘ کہنا ہے۔ لفظوں پہ پابندی، بولن,0
آؤ بھوسڑی والوں چائے پیتے ہیں,1
 بہن چودو کس نے بولا تھا ملک لوٹو اب دھاڑے مارو مادرچود دو  ,1
بھائی آپ کے لیے گالیاں کتوں کی طرح بھونکنا آسان ہے اپنے چینل پر آپ کا چینل تو بس ایک سڑا ہوا چتیاپا ہے,1
اس کی ماں کی بہن چود مادر چود ماں کا چھولا چوتیا گانڈو,1
حیران کر دیا کیری بھائی نے نئی ویڈیوز کے لیے نیک خواہشات ہیں,0
لعنتی کتا،خبیث کی نسل، نیازی کا پالتو کتا، انسان نما بندر تم شرم کرو یار ۔۔۔تمھاری بکواس سے لوگ تنگ آۓ,1
 سرکاری گٹر سے بڑا تیرا منہ ہے بھگوڑے    ,1
 تب یہ مادرچود ایم کیو ایم میں تھا اور اپنا سیاسی چکلہ پی ایس پی نہیں کھولا تھا  ,1
تو بھڑوا ہے جھوٹا ہے گانڈو ہے,1
دکی بھائی آپ ٹینشن نہ لیں ان گانڈو کے چینل کو بلا ک کر دو صرف,1
اس سے یہی ثابت ہوتا ہے کہ جب تک بیوقوف زندہ ہیں ٹھگ بھوکا نہیں مر سکتا  ,0
چوتیا وقار ذکاٰء,1
قسم یار کیری ہنسا ہنسا کر پاگل کردیتا ہے اور مزہ آگیا,0
وسیم اختر ایک بات کان کھول کر سن لے ہم تجھے کسی بھی صورت پاکستان سے بھاگنے نہیں دیں گے  ,0
 مولیاں اندر کروا کروا کے اس کی گانڈ اس قابل نہیں رھی کہ ماری جاۓ  ,1
 ذلیل آدمی اپنی بکواس بند کر  ,0
ان لوگوں کو پاسپورٹ چاہیے ہوتے ہیں تو لڑکیوں سے شادی کرلیتے ہیں اور پاسپورٹ ملنے کے بعد انکی غیرت جاگ جاتی ہے بلاول,0
 جیل بھیجنا تو چھوٹی بات ھے ان بیغیرتوں نے ماڈل ٹائوں میں عورتوں کو منہ پر گولیاں مار کر مار دیا تھا ,0
یاشپال سنگھ تو مرنہیں صرف لاکھوں,0
صیح ویڈیو ہے کتنے ہفتوں کے بعد,0
لعنت اس بیغیرت کے منہ پے، کنجروں کے پاس اختیارات ہونے کے با وجود یہ حال ہے، اس بیغیرت کو عوام کو حوصلہ دینا چاہیے,1
خوش بہتر آجائیں بھائی,0
کیری پب جی کے اوپر ایک بناؤ,0
ابے جاہل انسان قبر میں تیری ٹانگیں ہیں ، پھر بھی خباثت سے باز نہیں آ رہا,1
 ایے کتی بس کر دو اب  جتنی گالیاں تمہیں ٹویٹر پر پڑتی ہے یہ تمھارے غلط ہونے کا منہ بولتا ثبوت ہے,1
ابے چوتیے کے ڈھکن کیسے فالتو ویڈیو بناتا ہے,1
چوتیوں کوبڑی ہنسی آئی نا بھائی تو نہیں پہنچ پایا اس لیول پر اس لیئے اتنی بک چودی کر رہا ہے,1
 کھوتی کے بچے زلیل ہی ہو رہے ہو نہ ,1
کسی نے آپ کے گھر والوں کو یرغمال بنایا ہوا ہو اور ان کی عزت لوٹ رہا ہو ,0
 چل مادرچود  ,1
حرامی پن مین ہم ایک ہین ہم ایک یین۔۔  ,1
 ان بیغیرتوں نے تو اپنی بہن پیش کی ھوئی تھی آج بلو کھسری نے بھی اپنی بہن پیش کر دی ھے  بلاول حرامزادہ زرداری  فراڈن کی گرفتاری ,1
جنرل راحیل کےہوتےہوئےانڈیا کی بھی بولتی بند تھی آگر آج اس ملک میں آمن ہے تو نواز شریف اور جنرل راحیل شریف کی وجہ سے ہیں   ,0
مجھے تو شروع سے ہی شام رنڈی نہں پسند,1
بری گشتی ہے آپکو نی اس کو بولا,1
 لعنتی قسم کے انسان آپس میں لڑو مرو جس کابل تم لوگ ہو چوروں ختم نبوت کے غداروں بابا جی رضوی صاحب کے بارے بولتے ہو,1
روہت بھائی کبھی بوڑھا نہیں  ہوتا تو کون بوڑھا ہوتا ہے,0
