input,label
"ایپل کا کہنا ہے کہ بچے 5 کے تحت - مفت کے لئے مفت

ایپل ایک ایپل سے کام کر رہا ہے، ڈاکٹر ایک دن دور رکھتا ہے. کمپنی نے یہ وعدہ کیا ہے کہ ہر امریکی بچے کو پانچ سال سے زائد عمر میں آدھی قیمت کے لئے ایک آئی فون خریدیں. کمپنی ایک ایسی ایپل انسٹال کرے گی جو بچوں کو اپنے استاد کو اچھی طرح سے محسوس کرنے کی اجازت دیتا ہے جب وہ اچھی طرح سے محسوس نہیں کررہے ہیں یا باتھ روم استعمال کرنے کی ضرورت ہے، اس اپلی کیشن نے ان کو ان کے ہاتھ کو بڑھانے کے بغیر استاد سے رابطہ کرنے کی اجازت دی ہے. جب آپ کو پٹی جانا پڑتا ہے تو اپنے آپ پر توجہ مرکوز کرنے کی شرمندگی ماضی کی ایک چیز ہے، اور سیب راستہ چل رہا ہے. فیوچرورسورس کنسلٹنگ، ایک تحقیقاتی کمپنی نے اس خیال کی حمایت کی ہے جو امریکہ میں 35،000 آئی فون اور ایپل MacOS آپریٹنگ سسٹم کو عطیہ دیتے ہیں.",1
"فلوریڈا کی دوڑ کے دوران سابق IndyCar اور Nascar ڈرائیور ڈیوڈ اسٹیل ہلاک

سپرنٹ کار ماضی ڈیوڈ اسٹیل فلوریڈا میں دوڑ کے دوران مر گیا ہے. ڈیسٹو سپیڈ وی کے حکام نے ہفتے کے روز ایک فیس بک پوسٹ میں کہا کہ حادثے کے نتیجے میں مالکان اور عملے کو سراہا گیا ہے. بیان کا کہنا ہے کہ اسٹائل فلوریڈا میں اپنی 100 ویں دوڑ جیتنے کی کوشش کر رہا تھا. ""ڈیسوٹو سپاڈے مالکان اور عملہ آج رات سپرنٹ کار میں ڈیوڈ اسٹیل کے پاس گزر رہے ہیں، اس کے بعد پوسٹ پڑھنے کے لۓ پڑھتے ہیں. خیالات اور دعا اپنے خاندان اور دوستوں کے پاس جاتے ہیں جو ان کی 100 ویں فلوریڈا کی دوڑ جیتنے کی کوشش کرنے کے لۓ حاضر تھے."" ایک منیٹ کاؤنٹی شیرف آفس کی رپورٹ کا کہنا ہے کہ اسٹائل ایک سپرنٹ کار چلا رہا تھا جب اس کی گاڑی کے بائیں سامنے کے پہیے نے دوسری گاڑی کے دائیں پیچھے پہیے پر حملہ کیا جس میں اسٹیل کی گاڑی 180 ڈگری میں ہوا اور اس کی بحالی کی دیوار کو مار ڈالا. طبیعیات نے اس کا علاج کرنے کی کوشش کی لیکن اسے مردہ قرار دیا گیا. وہ 42 تھا.",0
"ٹام برادی کی جرسی نے ٹینسسی میں یارڈسیل میں خریدا

گزشتہ ہفتے ٹینیسی میں یارڈ کی فروخت پر مشہور قمیض خریدا گیا تھا. خوش قسمت پرستار پچیس سینٹ ہر ایک نشان لگا دیا گیا پرانے کپڑے کے ایک باکس کے ذریعے کھدائی فروخت میں تھا. خوش قسمتی سے، اٹلانٹا پرستار کے گھر میں فروخت کی جا رہی تھی جس نے خریدار کو بتایا کہ اس سے پہلے وہ اپنے ٹرک کو دھونے کے لئے ایک رگ کے لئے استعمال کرتے ہیں. جرسی اب پانچ سالہ پرستار کے قبضے میں ہے جو اسے اتارنے سے انکار کر دیتا ہے.
""ٹھیک ہے Micheal صرف اس سے محبت کرتا ہے کہ میری جیکسی، اور وہ ہر جگہ پہنتے ہیں: بستر، اسکول، چرچ. وہ بھی اس کے پیروں کے پیروں کے کھیل پہننے کے لئے."" جب نے بتایا کہ جرسی کتنا قابل تھا، مائکیل کی ماں نے کہا کہ اس کا بیٹا ناخوش ہونے کا کوئی پیسہ نہیں تھا، لہذا یہ فروخت کے لئے مزید نہیں تھا، یہ منصفانہ اور مربع خریدا گیا تھا.",1
"اصل نام یوسف پٹھان ہے والد لالہ محمد سرور بوٹوں کی تجارت سے وابستہ تھے
چیچوکی ملیاں(نیٹ نیوز) طنز و مزاح کے بادشاہ دلیپ کمار آج اپنی 96 ویں سالگرہ کا کیک کاٹ رہے ہیں وہ لالہ موسی میں پیدا ہوئے ان کا اصل نام یوسف پٹھان ہے ان کے والد لالہ محمد سرور چپل اور بوٹوں کی تیاری سے وابستہ تھے جو کہ جو 1947 میں اپنے اہلخانہ کے ہمراہ اتر پردیش منتقل ہوئے اور وہاں کاروبار کو بڑھانے کی کوشش شروع کردی اتر ممبئی منتقلی کے بعد دلیپ کمار کی ملاقات بمبئی ٹاکیز کے نوکروں سے ہوئی جنہوں نے کہا کہ ہم اپنے مالکان کی سفارش کروا کر آپ کو فلم جوار بھاٹا میں میں سائیڈ رول دلوا دیں گے کی انکی فلاپ فلموں میں مغل اعظم ، کرانتی اورکرما سمیت دیگر شامل ہیں ان کی لگن اور اداکاری کے ساتھ محبت کو مدِ نظر رکھتے ہوئے بھارتی حکومت نے انہیں 19989 میں پدما بھوشن ایوارڈ سے نوازا 999 میں کوئی ایوارڈ نہیں دیا گیا ہے وہ پرامید تھے کہ وہ اداس اداس ہوں گے ایوارڈ ملے جبکہ 1999 میں انہیں کوئی ایوارڈ  نہیں دیا گیا حالانکہ وہ پر امید تھے کہ انہیں دادا صاحب پھالکے ایوارڈ ملے بعد میں  1998 میں انہیں پاکستان کے بڑے سول اعزاز ستارہ فضیلت سے نوازا گیا بہت کم ایوارڈز لینے پرانکا نام گنیز بک آف ورلڈ ریکارڈ میں شامل نہیں کیا گیا ہے علاوہ ازیں گلوکارعارف لوہار سمیت دیگر فنکاروں نے سوشل میڈیا پر دلیپ کمار کے ساتھ اظہار افسوس کیا اور سالگرہ پر تحفے تحائف ٹی سی ایس کے ذریعے انڈیا بھیجے
",1
"جب آپ کسی سرد دن گھر سے باہر نکلتے ہیں تو زیادہ امکانات اس بات کے ہوتے ہیں کہ آپ کی انگلیاں ہی سب سے زیادہ ٹھنڈ برداشت کریں گی، یہ معمول کی بات ہے کیونکہ اس موسم میں جسم زیادہ خون اور حرارت اہم اعضاء جیسے دل، دماغ اور پھیپھڑوں کو پہلے فراہم کرتا ہے۔

تاہم اگر آپ کی انگلیاں گرم ماحول میں بھی ہر وقت کسی برف کی طرح ٹھنڈی رہیں تو یہ کسی بیماری کی علامت بھی ہوسکتی ہے۔

یہ انتباہ امریکا میں ہونے والی مختلف طبی تحقیقی رپورٹس میں سامنے آیا ہے اور اس سے واقفیت آپ کی صحت کو لاحق خطرات سے تحفظ دے سکتی ہے۔

خون کی گردش کی روانی میں مسائل

نیویارک کے ایل آئی جے ہیلتھ سسٹم کی تحقیق میں بتایا گیا ہے کہ خون کی فراہمی میں مسائل کے باعث بھی لوگوں کی انگلیاں ہر وقت ٹھنڈی رہ سکتی ہیں۔ ایسا اس وجہ سے ہوتا ہے کہ نیوٹریشن اور آکسیجن سے بھرپور خون کا بہاﺅ جسم میں کم ہونے لگتا ہے یا دل کی خون پمپ کرنے کی صلاحیت متاثر ہوچکی ہوتی ہے۔ محققین کا کہنا ہے کہ جب دل جسم کے مختلف حصوں کو مناسب مقدار میں خون فراہم نہیں کرپاتا تو اس کا اثر ہاتھوں اور پیروں میں ٹھنڈک، بے حسی یا سوئیاں چبھنے جیسے احساس سے ہوتا ہے۔

اینیمیا (خون کی کمی)

نیویارک یونیورسٹی کے مطابق اینیمیا کے مرض میں جسم میں خون کے سرخ خلیات کی کمی ہوجاتی ہے یا خون میں ہیموگلوبن کی شرح کم ہوجاتی ہے، اس مرض میں مبتلا ہونے کی صورت میں جسم میں آکسیجن کی سپلائی متاثر ہوتی ہے جس کا نتیجہ ہاتھوں کی ٹھنڈک کی شکل میں نکلتا ہے، اس مرض کی ممکنہ وجوہات میں غذا میں آئرن کی ناکافی مقدار، کسی وجہ سے خون کا زیادہ مقدار میں بہہ جانا، کچھ اقسام کے کینسرز اور معدے کے مسائل وغیرہ شامل ہیں، ہاتھوں کو ٹھنڈا کرنے کے ساتھ ساتھ یہ مرض سردرد، سر چکرانے، سانس لینے میں مشکل اور زرد جلد جیسے مسائل کا بھی باعث بن سکتا ہے۔

لو بلڈ پریشر

بلڈ پریشر کی سطح میں کمی کی وجوہات میں جسم میں پانی کی کمی، خون کا زیادہ مقدار میں بہہ جانا اور مخصوص ادویات وغیرہ ہوسکتی ہیں، جب بلڈ پریشر کی سطح کم ہوتی ہے تو خون کی شریانیں براہ راست اہم اعضاء کو خون فراہم کرنے لگتی ہیں جس کے نتیجے میں انگلیاں ٹھنڈی پڑجاتی ہیں۔ اگر آپ کو سر چکرانے، نظر دھندلانے، متلی، کمزوری اور الجھن جیسی علامات محسوس ہوں تو ڈاکٹر سے رجوع کرنا زیادہ بہتر ہوتا ہے۔

تناﺅ اور خوف

یہ تو اکثر افراد کو معلوم ہے کہ ذہنی تناﺅ جسم کے مختلف حصوں پر اثرات مرتب کرتا ہے اور جب کسی فرد کو شدید تناﺅ یا خوف کا سامنا ہوتا ہے تو جسم ایک مخصوص ردعمل کا اظہار کرتا ہے جس کے نتیجے میں خون کی شریانیں سکڑ جاتی ہیں اور انگلیاں اور ہاتھ ٹھنڈے پڑ جاتے ہیں، اپنے تناﺅ کی سطح کو معمول پر رکھنا اس تکلیف سے نجات دلا دیتا ہے۔

تمباکو نوشی

اگر آپ کے پاس سگریٹ سے منہ موڑنے کی وجوہات کم ہیں تو اس میں ایک اور کا اضافہ کرلیں، سگریٹ نوشی سے جسم میں داخل ہونے والا نکوٹین خون کی شریانوں کو سکیڑ دیتا ہے اور یہ شریانوں میں رکاوٹ کا بھی باعث بنتا ہے، جس سے خون کی روانی متاثر ہوتی ہے اور انگلیاں برف کی ڈلی کی طرح محسوس ہونے لگتی ہیں۔",0
"﻿
آنجہانی برطانوی رائٹر  کے Jodi Picoltناول سے ماخوذ اس فلم کو ٹام ہوپراور ڈينی بوائل نے پروڈیوس کیا ہے۔فلم کی کاسٹ میں جونی ڈيپ، لِن مرینڈا، ايما سٹون ،ایمیلی مورٹیمر، اينی ہيتھوے اورجولی والٹر جلوۂ گر ہو ںگے۔ايکشن  مناظر سے بھرپور یہ میوزیکل کلاسيکل فلم رواں سال 14 فروری کو سنیما گھروں میں آگ لگانے آرہی ہے۔
",1
ویب ڈیسک میگا اسٹار امیتابھ بچن نے تمام اداکاروں کوپیچھے چھوڑتے ہوئے مسلم امہ کو جشن عید میلاد النبیﷺ کی مبارکباد پیش کی بالی ووڈ کے میگا اسٹار امیتابھ بچن نے سوشل نیٹ ورکنگ ویب سائٹ ٹوئٹر اور فیس بک پر حضور اکرمﷺ کی ولادت باسعادت کے موقع پرایک روز قبل ہی تمام مسلمانوں کو مبارکباد دی ہے بگ بی نے جشن عید میلاد النبیﷺ کے حوالے سے ایک خوبصورت تصویر سوشل میڈیا پر شیئر کی اور لکھا کل عید میلاد النبیﷺ ہے میری طرف سے تمام لوگوں کو جشن عید میلاد النبیﷺ مبارک ہو اس کے علاوہ انہوں نے اس مبارک دن پر محبت امن اور خوشحالی کا پیغام بھی دیا یاد رہے کہ امیتابھ بچن ہر سال مسلمانوں کو عید اور جشن عید میلاد النبیﷺ کی مبارکباد پیش کرتے ہیں گزشتہ برس بھی انہوں نے جشن عید میلاد النبیﷺ کی بھرپور انداز میں مبارکباد دی تھی ان کی جانب سے جشن عید میلاد النبی ﷺ کا پیغام دیے جانے کے بعد ان کے مداحوں نے بھی انہیں اور تمام افراد کو مبارکباد پیش کی,0
"گزشتہ ماہ، انسٹا گرام نے صارفین کے قریبی دوستوں کا خیال کرتے ہوئے ایسا فیچر متعارف کروایا ہے جس سے صارفین اپنے دوستوں کے قریب تر ہو جائیں گے اور دوسرے لوگوں سے دور ۔ نیا فیچر جس کا نام ایکو مائی سپیس ہے کے ذریعے صارفین کو اپنے دوستوں کی ایک ایسی لسٹ دکھائے گی جہاں صارفین کو دوستوں کی پوسٹس کو لائک، کمنٹس اور شیئر کرنے والوں کی تفصیل نظر آئے گی ۔ اب انسٹا گرام صارفین کو پروفائل کے مینو کے اندر کلوز فرینڈ منتخب کرنے کا آپشن بھی دے گا جس کے بعد صارفین کو قریبی دوست کو منتخب کرنے میں آسانی ہو گی۔

",0
"دائیں ہاتھ کے صارفین کے لئے بان



امریکی حکومت عارضی طور پر پروازوں پر مسافروں پر پابندی عائد کر رہی ہے جو اگلے دو ہفتوں تک نکل جاتی ہے. حکومت بائیں بازو کو غیر متوقع مسافروں پر گیند پھینکنے سے آٹھ بجے کا تعین کرے گی. فوری طور پر فوری طور پر کی ضرورت ہوتی ہے اور شخص کا غالب ہاتھ دکھایا جائے گا. اس پابندی کی وجہ سے فوری طور پر واضح نہیں ہے اور حکام اس سے کوئی تبصرہ نہیں کریں گے. ایک دوسرے اہلکار نے کہا کہ یہ صرف ایک عارضی طور پر تکلیف دہ ہوگی اور امید ہے کہ تمام ملوث افراد کو صبر ہوگا.",1
"خودکشی کرنے والے بچوں نے خاندانی مسائل مستقبل کی فکر اور سکول میں ہراساں کیے جانے کی شکایت کی تھی جاپان کی وزارت تعلیم کے اعداد و شمار کے مطابق ان کے ملک میں بچوں میں خودکشیوں کی شرح تیس برسوں میں اپنی بلند ترین سطح پر ہے ان کے مطابق 2016 اور 2017 کے مالی سال کے دوران سکول جانے والے تقریباً 250 بچوں نے خودکشی کی یہ تعداد پچھلے سال کے مقابلے میں پانچ گنا زیادہ ہے اور 1986 کے بعد سب سے زیادہ ان بچوں نے خاندانی مسائل مستقبل کی فکر اور سکول میں ہراساں کیے جانے کی شکایت کی تھی تاہم متعلقہ سکولوں کے مطابق ان میں سے 140 بچے ایسے ہیں جنہوں نے اپنی جان لینے سے پہلے کوئی نوٹ نہیں چھوڑا اس لیے ان کی خودکشی کی وجہ کے بارے میں کچھ نہیں کہا جا سکتا
خودکشی کرنے والے زیادہ تر بچے ہائی سکول میں تھے جاپان میں عموماً بچے اٹھارہ سال کی عمر تک سکول جاتے ہیں جاپانی کیبنٹ آفس کی 2015 کی ایک رپورٹ کے مطابق جاپان میں یکم ستمبر کو سکول کے سال کے آغاز کے وقت سب سے زیادہ خودکشیاں ہوتی ہیں جاپان میں 2017 میں 21000 ہزار لوگوں نے خودکشی کی جو کہ 2003 کی 34500 خودکشیوں کے مقابلے میں بہت کم ہے جاپان کے وزیر تعلیم نے کہا ہے کہ جاپان میں طالب علموں کی خودکشی کی شرح زیادہ ہے جو کہ فکر کی بات ہے اور اس کا حل تلاش کرنا ضروری ہے
",0
"سندھو سائنا سنگلز پونپا۔ریڈی ڈبلز راؤنڈ 16 میں
جکارتہ 23 اگست (سیاست ڈاٹ کام) ہندوستان کی اسٹار شٹلر تیسری سیڈ پی وی سندھو اور سائنا نہوال نے جمعرات کو بیڈمنٹن کے خواتین کے سنگلز میں جبکہ خاتون ڈبلز میں اشونی پونپا اور این سکي ریڈی کی جوڑی نے راؤنڈ 32 میں اپنے مقابلے جیت لیے خواتین کے سنگلز کے راؤنڈ 16 میچ میں اولمپک چاندی کا تمغہ فاتح سندھو کو آسان جیت نہیں ملی اور وہ ویت نام کی غیر سیڈ کھلاڑی تراگ تھیئوو کے خلاف 58 منٹ میں 21-10 12-21 23-21 سے تین گیموں میں میچ جیت پائیں 
",0
ممبئی (ویب ڈیسک ) بالی ووڈ کی خوبصورت جوڑی ویرات کوہلی اور انوشکا شرما کی منگنی کو ایک برس مکمل ہوگیا اسٹار جوڑی نے اس موقع پر منگنی کی تصاویر اور ویڈیوز مداحوں کے ساتھ فیس بک اور انسٹا گرام پر شئیر کرکے انتہائی مسرت کا اظہار بھی کیا گزشتہ برس آپنی ہونے والی دلہن کو منگنی کی انگوٹھی پہننانے والے ویرات کوہلی اور انوشکا شرما کی تصاویر اور ویڈیو مداحوں کے ساتھ شیئر کیں ان کا کہنا تھا کہ منگنی کو ایک برس بیت گیا ایسا محسوس ہو رہا ہے کہ جیسے بہت برسوں کی بات ہے وقت بہت جلد رخصت ہو رہا ہے ویرات کوہلی نے اپنی منگیتر کو ایکس المغنی رہنے پر طنزیہ مبارکباد دی اور کہا کہ وہ ان کی دوست ہیں مگر زندگی بھر ساتھ دینے کے قابل نہیں ہیں انوشکا شرما کا کہنا تھا جب آپ ایک پاگل انسان سے چا ہیں وہ کتنا بڑا یہ سٹار کیوں نہ ہو اس سے منگنی کرتے ہیں تو ایسا لگتا ہے کہ آپ جہنم میں ہیں 12 دسمبر 2017 کو دونوں نے اندیا میں منگنی کی تھی دونوں نے اپنی منگنی کی تصاویر سوشل میڈیا پر ایک ساتھ شیئر کی تھی ان دونوں کی منگنی کی خبر سن کر تمام لوگ حیران ہوئے اور ان کے چاہنے والوں اور پوری بولی ووڈ انڈسٹری نے یہ دعا کی کہ بہت ہی اچھا ہوا کہ یہ منگی نہ ٹوٹے اور ان کا انجام شادی پر ہو,1
"بائیڈن: ٹراپ وائرٹ پر تھا، لیکن امریکہ کی طرف سے نہیں



جویڈن بولڈین نے کہا کہ صدر ڈونالڈ ٹراپ واقعی، وائر ٹیپ لیکن امریکہ کی طرف سے نہیں تھا. انہوں نے جسٹس ڈیپارٹمنٹ کی طرف سے تیار کردہ ثبوت پیش کیے ہیں کہ حقیقت میں، اوباما نے ٹرمپ ٹاور کی تاریک کا حکم نہیں دیا، لیکن اس کے نتیجے میں روسی ٹیکنالوجی کے ثبوت ٹراپ ٹور کے تہھانے کے قریب افادیت الماری میں پڑ گئے. سابق نائب صدر نے کہا، ""اس جسمانی ثبوت کی طاقت کو دیکھتے ہوئے، صدر ٹرمپ نے ان کے دعووں میں تاریک ہونے کا دعوی کیا تھا، لیکن شاید وہ چاہے جس طرح سے نہیں."" ایک ترجمان کے ذریعہ اوبامہ نے اس بات سے انکار کیا کہ موجودہ صدر نے الزام لگایا ہے کہ اس نے ٹرمپ ٹاور کو تاریک کردیا. اس ہفتے ایف بی آئی کے ڈائریکٹر جیمز کامی نے یہ بھی گواہی دی کہ 2016 ء کے انتخابات کے دوران لیپ ٹاپ کے دوران اوباما کی انتظامیہ نے ٹراپپ کا سروے نہیں کیا، لیکن ٹروم ٹاور کے تہھانے میں لگائے جانے والی ممکنہ روسی آلہ کی موجودگی کو تسلیم کیا.",1
"کرسٹریانو رونالڈو کو ہر وقت سب سے اوپر 10 بین الاقوامی گولف کھلاڑیوں میں شامل

پرتگال کے لئے کرسٹریانو رونالڈو کا 71 ویں مقصد بین الاقوامی تاریخ میں سب سے اوپر 10 میں لے گیا. پرتگالی کے اسٹار نے منگل کو سویڈن کے خلاف 3-2 دوستانہ ہارٹ کو شکست دے دی جس میں ان کی 138 ویں ظہور نے اسے تھائی لینڈ کے سعودی عرب کی کیوق سینامؤونگ کے مڈڈ عبداللہ اور جرمنی کے میرویسلاو کلاز کے ساتھ ملنے والی سطح میں مشترکہ نویں کرنے کے لۓ لے لیا. اس کے پاس اب بھی ہر وقت رہنما علی دائی کو پکڑنے کے لے جانے کا کوئی راستہ ہے تاہم اس نے 149 ٹوپیوں میں ایرانیوں کے لئے 109 بار نپٹ لیا. رونالڈو کے مقصد نے انہیں افسانوی ہنگری جوڑی فرنس پوساس (84) اور سینڈور کوکسس (75) کے پیچھے یورپی فہرست میں مشترکہ تیسرے کے ساتھ کلوس لے لیا.",0
"ایمیزون کے ایلیکس نے آپ کو کیا جاننے کے لئے منفی خریداری کی معلومات کا اضافہ کیا ہے
ایمیزون پر وسیع پیمانے پر ریسرچ اور ڈیٹا اکٹھا کرنے کے بعد، ان ای ای ڈی ڈیپارٹمنٹ نے اب بھی شناختی خریداری کے سافٹ ویئر تیار کیا ہے! لاکھوں امریکیوں کی معیاری خریداری کی رجحانات کا استعمال کرتے ہوئے، ایمیزون کی نئی سروس آپ کی ضروریات کی پیشکش کرے گی، اور آپ کی اپنی مصنوعات کو آرڈر دینے کے pesky کام سے بچنے کے لئے وقت کی ترسیل کرے گی. ٹوائلٹ کے ٹشو سے باہر چل رہا ہے ماضی کی ایک مسئلہ ہو گی، صرف اس بات کو یقینی بنائیں کہ آپ سفر کرنے سے پہلے پیکجوں کی جانچ پڑتال کریں. ایمیزون کے آبائی شہر سنیکنتی میں، اوہیو ڈرونز پی پی اے (معتبر خود کار طریقے سے خریداری) کی نئی لہر میں جلدی سے نکالے جائیں گے نہ صرف اس وقت کی پیشن گوئی کرتے ہیں جو آپ کو مصنوعات کی ضرورت ہو گی بلکہ ڈرونوں کو ان کو فراہم کرنے کے لۓ بھی استعمال کرتے ہیں!",1
"
ممبئی (ڈیلی پاکستان آن لائن) بالی ووڈ اداکارہ انوشکا شرما نے ماں بننے کے حوالے سے غلط خبریں بنانے والوں کیخلاف پھٹ پڑیں اور کہا ہے کہ غلط خبریں پھیلا کر ماں بننے سے پہلے ہی نیا محاذ کھڑا کر دیتے ہیں جو بہت زیادہ پریشان کن بات ہے ویرات کوہلی اور انوشکا شرما کی شادی کے بعد سوشل میڈیا پر یہ قیاس آرائیاں کی جا رہی ہیں کہ انوشکا اور ویرات کے گھر ننھے مہمان کی آمد متوقع ہے جس کے باعث انہوں نے کوئی نیا پرواجیکٹ سائن نہیں کیا بھارتی میڈیا سے گفتگو کرتے ہوئے انوشکا شرما نے ان قیاس آرائیوں کو مضحکہ خیز قرار دیا اور کہا کہ نا جانے کیوں لوگ اس طرح کی بے بنیاد باتیں پھیلا کر اپنے آپ کو خوش اور دوسروں پریشان کرتے ہیں انہوں نے کہا کہ آپ شادی کو تو خفیہ رکھ سکتے ہیں مگر کوئی بھی عورت نئے مہمان کی آمد کے حوالے سے خبر کو چھپا نہیں سکتی کیونکہ علامات ظاہر ہونے لگتی ہیں مجھے لگتا ہے ساری اداکاروں کو اس طرح کی صورتحال کا سامنا کرنا پڑتا ہوگا کیونکہ شادی کے بعد کچھ لوگ آپ کو ہر صورت ماں بنانے کے چکر میں رہتے ہیں، یہ صورتحال ایک لڑکی کے لیے کافی پریشان کن ہوتی ہوتی ہے



",0
نیو یارک(ویب ڈیسک)امریکی کامیڈین ایلن ڈی جنیرز اپنی مزاحیہ شو ’دی ایلن شو‘ کے ساتھ طویل عرصے سے مداحوں کو محظوظ کررہی ہیں تاہم اب انہوں نے واپسی اس اسٹیج پر آنے کا فیصلہ کرلیا ہے جہاں سے وہ اپنے کیریئر میں آگے بڑھی تھیں۔ایلن 15 سالوں بعد اسٹینڈپ کامیڈی میں واپسی کرنے کے ساتھ لوگوں کو ہنسانے کے لیے تیار ہیں۔کامیڈین اور ٹی وی میزبان نیٹفلکس پر ریلیٹیبل نامی شو پر جلوہ گر ہونے جارہی ہیں جہاں وہ ہر اس چیز کے حوالے سے بات کریں گی جو ان سے جڑی ہوئی ہے۔اس شو کا ٹریلر بھی ریلیز کردیا گیا ہے، جس میں بتایا گیا کہ ’وہ خاتون جن سے ہم سب پیار کرتے ہیں وہیں واپسی کررہی ہیں جہاں سے انہوں نے ا?غاز کیا تھا‘۔ایلن 15 سالوں سے اسٹیج پر پرفارم کرتے نظر نہیں آئیں۔اسٹینڈ اپ کامیڈی شو میں ایلن 1980 میں اپنے کیریئر کے آغاز سے اب تک کے سفر پر بات کریں گی۔اس دوران انہوں نے کیا مسائل دیکھے اور انہیں کس طرح مقبولیت ملی۔ایلن نے 1980 میں اپنے کیریئر کا ا?غاز ایک ٹی وی شو سے کیا، ان کا ا?خری کامیڈی شو 2003 میں سامنے ا?یا تھا، جس کے بعد انہوں نے دی ایلن شو کا آغاز کیا۔’ریلیٹیبل‘ رواں ماہ 18 تاریخ سے نیٹفلکس پر نشر ہوگا۔,0
"گوگل نقشے آپ کو اپنے دوستوں کو بتا سکتے ہیں کہ آپ کہاں ہیں

اگر آپ نے کبھی بھی سینٹرل پارک یا گولڈن گیٹ پارک جیسے بڑے پیمانے پر دوستوں کے ساتھ ملنے کی کوشش کی ہے، تو آپ جانتے ہیں کہ یہ صحیح جگہ تلاش کرنے کے لئے درد ہوسکتا ہے جہاں وہ پھانسی پائے جاتے ہیں.

گوگل کی مدد کرنا چاہتا ہے.

بدھ کو تلاش کے دیوار نے Google Maps کے لئے ""مقام کا اشتراک"" کہا جس میں آپ کو ایک خاص مدت کے لئے کسی رابطے سے آپ کے صحیح مقام کو ظاہر کرنے کی اجازت دی گئی ہے جس میں 15 منٹ سے 3 گھنٹے تک، یا آپ کو خصوصیت کو بند کردیں.

اگر آپ ایک جگہ سے دوسری جگہ پر جائیں گے تو آپ ڈرائیونگ یا چلنے والے راستے کا بھی اشتراک کر سکتے ہیں، اور آپ کے دوست نقشے پر آپ کی ترقی کو دیکھ سکیں گے.",0
پاکستان کے ہوائی جہاز ہوا میں ہی غائب ہیں پی آئی اے کے سی ای او ضیاء قادر قریشی پتہ نہ چلا سکے اور انھیں عہدے سے برطرف کردیا گیا ذرائع کے مطابق ضیاء قادر قریشی اپنا کام صحیح طور پر سر انجام نہیں دے رہے تھے ایک رپورٹ کے تحت وہ اپنا سارا وقت پیزا کھانے میں گزار دیتے تھے مزید انکشاف بھی ہوا کہ ان کو جہاز کے پردے تبدیل کرنے کے لیے تعینات کیا گیا تھا مگر وہ اس کام میں بھی ناکام رہے انہوں نے کئی جہازوں میں پرانے پرزے بھی لگوا دیے تھے جس کی وجہ سے انجن خراب ہونے کے سبب جہازوں کا کوئی پتہ نہ چل سکا ڈان نے جب پی آئی اے کے ترجمان مشہود تاجور سے رابطہ کیا تو انہوں نے ضیاء قادر قریشی کی برطرفی کی تصدیق کردی ان کا کہنا تھا کہ اگر وہ اپنا کام صحیح کرتے تو ہمیں آج میڈیا کا سامنا نہ کرنا پڑتا پی آئی اے کا خسارہ 670 ارب تک پہنچ گیا ہے ان کا مزید کہنا تھا کہ انسان خطا کا پتلا ہے اگر 2 4 جہاز غائب بھی ہو گئے تو کوئی مسئلہ نہیں وہ جہاں بھی رہیں خوش رہیں گے ان کا کہنا تھا کہ سی ای او کو برطرف کرنے والوں کو سزائے موت سنائی جائے ان کو موجودہ صورتحال کو سمجھا جانا چاہیے حالات کو سمجھے بغیر فیصلہ کرنا کوئی عقلمندی نہیں ذرائع کا کہنا ہے کہ زیادہ تر ضیاء قادر قریشی سابق وزیراعظم کے ہم نوالہ ہم پیالہ بھی تھے انہوں نے کئی دن وزیراعظم کی خدمات میں صرف کئے جس کے سبب ان کو یہ عہدہ عطا کیا گیا پی آئی اے کی چیف ہیومن ریسورس افسر اسما باجوہ نے سی او او کی برطرفی کا نوٹیفکیشن جاری کیا جو بذاتِ خود بھی پی آئی اے کی کانٹریٹ ملازمہ ہیں برطرفی نوٹیفکیشن میں ضیاء قارد قریشی اپنا کام صحیح طور پر سر انجام نہیں دے رہے تھے ذرائع نے اس حوالے سے بتایا کہ ضیاء قادر قریشی کو 25 مرتبہ موقع دیا گیا کہ وہ اپنی کارکردگی کا جائزہ لیں لیکن انہوں نے اس فیصلے کو ہوا میں اڑا دیا جسکی وجہ سے انکی برطرفی کا نوٹیفکیشن جاری کرنا پڑا ,1
